id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_street,pickup_suburb,pickup_city,dropoff_street,dropoff_suburb,dropoff_city,distance_miles,trip_price
id3161107,1,2016-04-17 13:20:49,2016-04-17 13:31:40,2,-73.97820281982422,40.753765106201165,-73.95774078369139,40.76984024047852,N,651,Madison Avenue,Manhattan,New York,2nd Avenue,Manhattan,New York,1.54,11.8
id1195927,2,2016-03-29 20:48:49,2016-03-29 20:59:32,2,-73.9774169921875,40.76463317871094,-73.98770904541014,40.74396133422852,N,643,West 57th Street,Manhattan,New York,5th Avenue,Manhattan,New York,1.52,16.7
id3026385,2,2016-01-06 15:01:17,2016-01-06 15:07:49,1,-73.96668243408203,40.77021026611328,-73.96234130859375,40.77825927734375,N,392,Madison Avenue,Manhattan,New York,5th Avenue,Manhattan,New York,0.6,12.3
id0662787,1,2016-05-23 16:09:25,2016-05-23 16:18:10,1,-73.98062133789062,40.733985900878906,-73.98544311523438,40.746341705322266,N,525,1st Avenue,Manhattan,New York,East 31st Street,Midtown East,New York,0.89,14.1
id0779967,2,2016-02-10 20:11:13,2016-02-10 20:50:16,3,-73.80174255371094,40.64699172973633,-74.00804138183594,40.74087905883789,N,2343,Van Wyck Expressway,Queens County,New York,Washington Street,Manhattan,New York,12.58,58.5
id1033049,2,2016-01-19 04:08:59,2016-01-19 04:16:54,6,-73.98856353759764,40.72029113769531,-73.94882202148438,40.692378997802734,N,475,Rivington Street,Manhattan,New York,Marcy Avenue,Bedford-Stuyvesant,New York,2.83,18.5
id0036714,2,2016-02-03 22:34:12,2016-02-03 22:41:57,1,-73.94699096679686,40.77608871459961,-73.97925567626953,40.73469161987305,N,465,York Avenue,Manhattan,New York,East 20th Street,Stuyvesant Town,New York,3.31,19.6
id1502246,2,2016-05-02 22:58:33,2016-05-02 23:20:37,1,-74.00630187988281,40.73360824584961,-73.97210693359375,40.67066955566406,N,1324,Hudson Street,Manhattan,New York,Prospect Park West,Kings County,New York,4.69,30.3
id2009029,2,2016-04-19 21:47:48,2016-04-19 22:01:20,1,-74.0094223022461,40.70621109008789,-73.94818878173827,40.77444839477539,N,812,Wall Street,Manhattan,New York,York Avenue,Manhattan,New York,5.69,28.5
id0012358,1,2016-03-31 07:46:24,2016-03-31 07:52:00,1,-73.99769592285155,40.760372161865234,-73.99234008789062,40.77068328857422,N,336,West 42nd Street,Manhattan,New York,West 57th Street,Manhattan,New York,0.76,12.2
id0301809,1,2016-02-18 19:06:57,2016-02-18 19:15:40,1,-73.97874450683594,40.75006103515625,-73.97814178466798,40.763042449951165,N,523,Park Avenue,Murray Hill,New York,Ave Of The Americas,Midtown West,New York,0.9,14.1
id3647768,1,2016-04-14 11:14:12,2016-04-14 11:31:57,1,-73.97589874267578,40.7558708190918,-73.96080780029298,40.76058197021485,N,1065,Park Avenue,Manhattan,New York,1st Avenue,Manhattan,New York,0.85,18.5
id0338362,1,2016-06-04 01:14:44,2016-06-04 01:52:09,2,-73.98866271972656,40.721309661865234,-73.99472808837889,40.75933456420898,N,2245,Orchard Street,Lower East Side,New York,West 42nd Street,Midtown West,New York,2.64,27.8
id1174149,2,2016-01-01 16:12:39,2016-01-01 16:29:35,1,-73.98473358154298,40.71538925170898,-73.92952728271484,40.694068908691406,N,1016,Grand Street,Manhattan,New York,DeKalb Avenue,Brooklyn,New York,3.24,24.1
id1806563,1,2016-05-13 11:04:54,2016-05-13 11:10:42,1,-73.97161102294923,40.765449523925774,-73.96782684326173,40.759559631347656,N,348,5th Avenue,Manhattan,New York,East 56th Street,Manhattan,New York,0.45,11.5
id1914265,1,2016-05-16 21:02:12,2016-05-16 21:03:53,1,-73.9913330078125,40.75085067749024,-73.99237060546875,40.74554443359375,N,101,Pennsylvania Plaza,Manhattan,New York,West 26th Street,Manhattan,New York,0.37,9.3
id0714987,2,2016-04-26 16:05:07,2016-04-26 16:23:36,1,-73.97015380859375,40.78924179077149,-73.96334838867188,40.772075653076165,N,1109,Columbus Avenue,Manhattan,New York,Park Avenue,Manhattan,New York,1.24,19.8
id0825497,2,2016-03-17 08:46:13,2016-03-17 09:02:22,1,-73.95356750488281,40.76710891723633,-73.97325134277344,40.747859954833984,N,969,York Avenue,Upper East Side,New York,East 39th Street,Murray Hill,New York,1.68,19.8
id0610408,1,2016-02-21 17:21:18,2016-02-21 17:36:42,1,-73.97925567626953,40.766639709472656,-73.9635238647461,40.80537033081056,N,924,7th Avenue,Manhattan,New York,West 113th Street,Manhattan,New York,2.79,17.2
id1258503,2,2016-03-03 08:57:38,2016-03-03 09:11:07,1,-74.00594329833984,40.74443817138672,-73.99239349365233,40.727500915527344,N,809,West 18th Street,Manhattan,New York,East 4th Street,Manhattan,New York,1.37,17.7
id3072142,2,2016-06-01 14:48:42,2016-06-01 14:54:08,2,-73.96729278564453,40.79832077026367,-73.95321655273438,40.81761932373047,N,326,Amsterdam Avenue,Upper West Side,New York,Amsterdam Avenue,Hamilton Heights,New York,1.52,14.0
id0615450,1,2016-03-12 10:23:23,2016-03-12 10:41:49,2,-73.974609375,40.7563934326172,-74.01505279541014,40.709487915039055,N,1106,Park Avenue,Manhattan,New York,West Street,Financial District,New York,3.86,21.4
id2160654,1,2016-02-02 07:21:29,2016-02-02 07:29:41,1,-73.99402618408203,40.75114440917969,-73.9827423095703,40.754253387451165,N,492,Pennsylvania Plaza,Manhattan,New York,West 42nd Street,Midtown West,New York,0.63,13.2
id1716360,1,2016-04-21 11:30:11,2016-04-21 11:47:57,1,-73.97682189941406,40.76482009887695,-73.94189453125,40.79875183105469,N,1066,Avenue Of The Americas,Midtown West,New York,East 116th Street,Manhattan,New York,2.97,23.8
id2870984,1,2016-03-30 09:37:18,2016-03-30 09:50:20,1,-73.97161865234375,40.79532241821289,-73.98207092285155,40.76875686645508,N,782,Broadway,Manhattan,New York,Broadway,Manhattan,New York,1.91,18.8
id1672585,1,2016-06-14 16:32:18,2016-06-14 16:38:21,1,-73.99134063720702,40.74234008789063,-74.00460052490233,40.74052429199219,N,363,West 23rd Street,Flatiron District,New York,West 14th Street,Manhattan,New York,0.7,12.3
id0793722,1,2016-06-26 22:58:19,2016-06-26 23:18:48,1,-73.9593048095703,40.7424430847168,-73.97632598876953,40.74008560180664,N,1229,Borden Avenue,Queens,New York,1st Avenue,Kips Bay,New York,0.9,15.0
id1787454,2,2016-02-05 13:20:12,2016-02-05 13:40:39,1,-73.97650909423827,40.78874588012695,-73.99474334716798,40.750301361083984,N,1227,Broadway,Manhattan,New York,Pennsylvania Plaza,Manhattan,New York,2.82,24.8
id2530399,1,2016-06-22 00:51:47,2016-06-22 00:59:29,1,-73.97402954101561,40.75398635864258,-73.98418426513672,40.72715759277344,N,462,East 47th Street,Manhattan,New York,Saint Mark's Place,Manhattan,New York,1.92,16.1
id1777493,2,2016-06-22 21:11:56,2016-06-22 21:31:32,1,-73.94730377197266,40.79092025756836,-73.98356628417967,40.73912811279297,N,1176,East 103rd Street,Manhattan,New York,East 23rd Street,Manhattan,New York,4.04,27.4
id1510955,1,2016-06-26 08:43:39,2016-06-26 08:53:36,1,-73.99349975585938,40.72100830078125,-73.97506713867188,40.7509994506836,N,597,Bowery,Manhattan,New York,East 42nd Street,Midtown East,New York,2.28,13.2
id2249344,2,2016-02-15 22:55:39,2016-02-15 23:13:09,1,-73.99188995361328,40.71598815917969,-73.95011138916014,40.775981903076165,N,1050,Allen Street,Manhattan,New York,1st Avenue,Upper East Side,New York,4.68,27.9
id3939131,1,2016-06-09 08:11:06,2016-06-09 08:23:33,1,-73.9846420288086,40.728702545166016,-74.00446319580078,40.70644760131836,N,747,1st Avenue,Manhattan,New York,Front Street,Financial District,New York,1.85,18.4
id0546589,1,2016-02-25 20:34:04,2016-02-25 20:41:22,1,-73.9855728149414,40.7527732849121,-73.96337127685547,40.75755310058594,N,438,6th Avenue,Midtown West,New York,East 56th Street,Manhattan,New York,1.21,14.2
id3071413,1,2016-01-04 09:10:12,2016-01-04 09:19:44,1,-73.99236297607422,40.75879287719727,-73.99278259277344,40.7374153137207,N,572,9th Avenue,Midtown West,New York,5th Avenue,Chelsea,New York,1.47,15.9
id3840015,1,2016-02-05 21:03:24,2016-02-05 21:17:52,1,-73.95406341552734,40.77823257446289,-73.96049499511719,40.81399154663086,N,868,3rd Avenue,Manhattan,New York,La Salle Street,Manhattan,New York,2.49,21.0
id2985251,2,2016-04-28 19:21:05,2016-04-28 19:26:03,1,-74.0111312866211,40.715728759765625,-74.00517272949219,40.71199035644531,N,298,Greenwich Street,Manhattan,New York,Pace Plaza,Financial District,New York,0.4,11.0
id3265762,2,2016-02-07 12:22:13,2016-02-07 12:36:56,1,-73.77674102783203,40.64542388916016,-73.8577423095703,40.73306274414063,N,883,JFK Access Road,Queens,New York,99th Street,Queens,New York,7.38,28.3
id0989786,1,2016-01-25 19:04:40,2016-01-25 19:10:37,1,-73.91057586669923,40.77602767944336,-73.90370178222656,40.771183013916016,N,357,Ditmars Boulevard,Astoria,New York,Ditmars Boulevard,Queens,New York,0.49,11.7
id1242920,1,2016-05-18 10:53:29,2016-05-18 11:04:31,1,-73.97980499267578,40.74916458129882,-73.99141693115233,40.730178833007805,N,662,Park Avenue Tunnel,Manhattan,New York,Lafayette Street,East Village,New York,1.44,16.6
id3676380,2,2016-01-14 08:19:09,2016-01-14 08:23:16,1,-73.97100067138672,40.7646484375,-73.97691345214844,40.75920104980469,N,247,Madison Avenue,Manhattan,New York,Rockefeller Plaza,Manhattan,New York,0.49,10.8
id3538206,2,2016-01-08 10:24:14,2016-01-08 10:36:04,1,-74.0076675415039,40.74284362792969,-74.0087661743164,40.70397186279297,N,710,West 15th Street,Manhattan,New York,Old Slip,Financial District,New York,2.68,20.1
id0621488,2,2016-06-18 15:57:41,2016-06-18 16:18:36,5,-74.00071716308595,40.76208114624024,-74.00244903564453,40.7087516784668,N,1255,West 43rd Street,Manhattan,New York,Pearl Street,Manhattan,New York,3.68,22.2
id1498341,1,2016-02-21 03:33:00,2016-02-21 03:38:33,1,-73.97785186767578,40.742141723632805,-73.9686279296875,40.7588348388672,N,333,2nd Avenue,Kips Bay,New York,3rd Avenue,Midtown East,New York,1.25,8.4
id1352587,1,2016-02-24 11:18:58,2016-02-24 11:37:14,1,-73.98508453369139,40.73646545410156,-74.00379180908203,40.73122787475586,N,1096,3rd Avenue,Gramercy,New York,Morton Street,Manhattan,New York,1.04,19.2
id0139119,2,2016-06-24 15:55:48,2016-06-24 16:09:49,1,-73.98065185546875,40.7458381652832,-73.96260070800781,40.77019119262695,N,841,East 33rd Street,Manhattan,New York,Lexington Avenue,Manhattan,New York,1.93,19.3
id3449772,2,2016-04-21 21:30:31,2016-04-21 21:40:34,1,-73.97167205810547,40.76546096801758,-73.95558166503906,40.78799057006836,N,603,5th Avenue,Manhattan,New York,Central Park Outer Loop,Manhattan,New York,1.77,17.0
id3980124,1,2016-06-04 12:50:59,2016-06-04 13:01:53,4,-73.9821014404297,40.750038146972656,-73.97847747802734,40.755950927734375,N,654,East 37th Street,Manhattan,New York,5th Avenue,Manhattan,New York,0.45,9.1
id2657950,1,2016-03-07 02:22:54,2016-03-07 02:43:51,1,-73.9622344970703,40.76049041748047,-73.96206665039062,40.76082611083984,N,1257,Ed Koch Queensboro Bridge Path,Manhattan,New York,East 60th Street,Manhattan,New York,0.02,18.0
id2979947,2,2016-03-31 11:10:09,2016-03-31 11:24:59,1,-73.96240234375,40.75541305541992,-73.95628356933594,40.784446716308594,N,890,Sutton Place South,Manhattan,New York,Madison Avenue,Manhattan,New York,2.03,20.0
id1372402,1,2016-06-05 15:03:48,2016-06-05 15:14:51,1,-74.0013427734375,40.73128128051758,-74.00538635253906,40.72298049926758,N,663,Ave Of The Americas,West Village,New York,Grand Street,Manhattan,New York,0.61,9.6
id3381738,1,2016-03-18 13:14:34,2016-03-18 13:31:07,1,-73.99642944335938,40.74324035644531,-73.98665618896483,40.77585220336913,N,993,7th Avenue,Chelsea,New York,West 66th Street,Manhattan,New York,2.31,21.6
id3814954,2,2016-04-03 10:46:01,2016-04-03 11:11:20,1,-73.98909759521484,40.7586784362793,-73.99847412109375,40.71470642089844,N,1519,West 44th Street,Midtown West,New York,Mott Street,Manhattan,New York,3.07,22.8
id0551918,2,2016-04-10 15:31:14,2016-04-10 15:39:33,1,-73.98907470703125,40.7485237121582,-73.97925567626953,40.74414825439453,N,499,6th Avenue,Manhattan,New York,East 32nd Street,Kips Bay,New York,0.59,8.1
id3762524,2,2016-04-25 13:54:37,2016-04-25 13:59:44,2,-73.9884262084961,40.755279541015625,-73.98287200927734,40.750606536865234,N,307,West 40th Street,Manhattan,New York,5th Avenue,Manhattan,New York,0.43,11.1
id1927110,2,2016-05-29 16:49:08,2016-05-29 17:11:15,2,-73.98319244384764,40.78524017333984,-73.97823333740233,40.748321533203125,N,1327,West 79th Street,Manhattan,New York,Lexington Avenue,Murray Hill,New York,2.56,20.0
id3525477,2,2016-06-07 08:37:07,2016-06-07 09:15:13,1,-73.98897552490233,40.74169158935546,-73.96322631835938,40.80873107910156,N,2286,Broadway,Manhattan,New York,Broadway,Manhattan,New York,4.81,38.6
id1762782,1,2016-04-14 21:30:49,2016-04-14 22:09:20,1,-73.9910888671875,40.73493576049805,-74.11869049072266,40.601165771484375,N,2311,Union Square East,Manhattan,New York,Marshall Avenue,Staten Island,New York,11.38,55.2
id2652090,2,2016-06-04 10:13:20,2016-06-04 10:18:14,2,-73.99417114257811,40.719993591308594,-73.99235534667967,40.73046875,N,294,Bowery,Nolita,New York,Broadway,Manhattan,New York,0.73,6.8
id3450578,1,2016-03-18 14:12:02,2016-03-18 14:50:07,1,-73.96442413330078,40.760417938232415,-74.00322723388672,40.7590446472168,N,2285,2nd Avenue,Manhattan,New York,12th Avenue,Manhattan,New York,2.03,31.6
id1910730,1,2016-06-25 17:33:24,2016-06-25 17:46:52,2,-73.96897888183594,40.75755310058594,-73.9795379638672,40.734962463378906,N,808,East 53rd Street,Manhattan,New York,1st Avenue,Manhattan,New York,1.65,13.4
id1186814,2,2016-01-09 23:32:59,2016-01-09 23:48:51,5,-74.00479888916014,40.7418098449707,-73.98330688476561,40.73469924926758,N,952,9th Avenue,Manhattan,New York,2nd Avenue,Manhattan,New York,1.23,13.5
id0450317,1,2016-02-24 12:25:35,2016-02-24 13:10:02,1,-73.95409393310547,40.78483581542969,-73.96671295166014,40.68962860107422,N,2667,East 93rd Street,Manhattan,New York,DeKalb Avenue,Brooklyn,New York,6.6,46.2
id3152252,1,2016-03-20 13:26:24,2016-03-20 13:33:57,1,-73.9700698852539,40.79991149902344,-73.97320556640625,40.78278732299805,N,453,West 103rd Street,Manhattan,New York,West 81st Street,Manhattan,New York,1.19,9.2
id1930613,1,2016-04-18 20:08:35,2016-04-18 20:16:23,1,-73.97576904296875,40.76070785522461,-73.9603500366211,40.766395568847656,N,468,West 53rd Street,Manhattan,New York,2nd Avenue,Manhattan,New York,0.9,13.7
id2083326,2,2016-06-07 22:39:55,2016-06-07 22:52:13,1,-73.9783706665039,40.763973236083984,-73.9925079345703,40.75864028930664,N,738,56th Street,Midtown West,New York,9th Avenue,Midtown West,New York,0.82,15.7
id0123041,1,2016-03-13 11:02:07,2016-03-13 11:12:52,1,-73.97857666015625,40.75189208984375,-73.99383544921875,40.76886367797852,N,645,East 42nd Street,Manhattan,New York,West 54th Street,Manhattan,New York,1.42,11.4
id2658430,2,2016-01-25 16:25:10,2016-01-25 16:37:19,1,-73.95497131347656,40.78907012939453,-73.9592514038086,40.76913833618164,N,729,5th Avenue,Manhattan,New York,East 72nd Street,Manhattan,New York,1.39,17.0
id0624547,2,2016-06-06 19:14:05,2016-06-06 19:34:35,1,-74.00189971923827,40.75086975097656,-73.95548248291014,40.7683982849121,N,1230,10th Avenue,Chelsea,New York,1st Avenue,Manhattan,New York,2.71,24.5
id0149902,1,2016-03-12 18:28:14,2016-03-12 18:35:14,1,-73.96839141845702,40.76235580444336,-73.95403289794923,40.770469665527344,N,420,Lexington Avenue,Upper East Side,New York,1st Avenue,Manhattan,New York,0.94,8.3
id1336146,1,2016-06-11 19:09:57,2016-06-11 19:34:07,1,-74.0154037475586,40.71617126464844,-73.98981475830078,40.744510650634766,N,1450,North End Avenue,Manhattan,New York,West 26th Street,Manhattan,New York,2.37,20.5
id2891242,1,2016-03-02 13:14:15,2016-03-02 13:18:48,1,-73.98599243164062,40.767616271972656,-73.98725128173827,40.76128768920898,N,273,9th Avenue,Manhattan,New York,8th Avenue,Manhattan,New York,0.44,10.9
id1060224,1,2016-01-24 16:31:31,2016-01-24 16:38:05,4,-73.9949493408203,40.760440826416016,-73.99114990234375,40.74991226196289,N,394,10th Avenue,Manhattan,New York,7th Avenue,Manhattan,New York,0.75,7.7
id1020345,1,2016-03-02 15:49:19,2016-03-02 15:52:13,1,-73.97879028320312,40.719890594482415,-73.98775482177734,40.722801208496094,N,174,Avenue D,Manhattan,New York,East Houston Street,Manhattan,New York,0.51,10.2
id2505705,2,2016-02-10 09:03:24,2016-02-10 10:36:28,1,-73.98247528076173,40.76300048828125,-73.80867767333984,40.68885803222656,N,5584,West 53rd Street,Manhattan,New York,Van Wyck Expressway,Queens County,New York,10.42,80.1
id0441079,2,2016-05-21 08:21:03,2016-05-21 08:37:25,1,-73.93885040283203,40.84478759765625,-74.00836944580078,40.749019622802734,N,982,Broadway,Manhattan,New York,Chelsea Piers,Chelsea,New York,7.53,29.5
id2680993,1,2016-03-30 21:27:44,2016-03-30 21:34:47,1,-73.99252319335938,40.728736877441406,-73.9793701171875,40.729103088378906,N,423,Lafayette Street,NoHo,New York,East 13th Street,Manhattan,New York,0.69,12.8
id1836964,1,2016-02-12 01:09:07,2016-02-12 01:20:02,1,-74.00276947021484,40.733673095703125,-74.00934600830078,40.70637512207031,N,655,Christopher Street,West Village,New York,Wall Street,Manhattan,New York,1.91,17.7
id0295897,1,2016-03-21 06:57:02,2016-03-21 07:11:39,1,-74.00686645507811,40.73044967651367,-73.97830200195312,40.76216506958008,N,877,Hudson Street,Manhattan,New York,6th Avenue,Manhattan,New York,2.65,21.4
id3256987,2,2016-03-04 13:40:24,2016-03-04 14:02:49,5,-73.97282409667967,40.755069732666016,-73.87307739257811,40.774227142333984,N,1345,East 48th Street,Manhattan,New York,Flushing Bay Promenade,Queens,New York,5.37,32.1
id2229638,1,2016-05-10 19:57:11,2016-05-10 20:14:21,1,-74.01441955566406,40.71540451049805,-73.98125457763672,40.76830673217773,N,1030,Murray Street,Manhattan,New York,Central Park Outer Loop,Manhattan,New York,4.04,26.2
id3601594,2,2016-03-05 19:16:39,2016-03-05 19:21:24,6,-73.9563980102539,40.717090606689446,-73.96359252929686,40.71028900146485,N,285,Driggs Avenue,Brooklyn,New York,Broadway,Williamsburg,New York,0.6,6.4
id1562362,2,2016-05-02 08:39:22,2016-05-02 08:44:00,6,-73.97081756591797,40.76187133789063,-73.96389770507811,40.77088165283203,N,278,Park Avenue,Manhattan,New York,Park Avenue,Manhattan,New York,0.72,11.6
id0377976,2,2016-04-12 18:21:53,2016-04-12 18:30:07,5,-74.00347137451173,40.722686767578125,-74.00645446777344,40.73723602294922,N,494,West Broadway,Manhattan,New York,Greenwich Street,Manhattan,New York,1.02,14.2
id3698126,2,2016-05-09 08:32:38,2016-05-09 09:00:46,1,-73.9823989868164,40.76218795776367,-74.00261688232422,40.71501922607422,N,1688,7th Avenue,Manhattan,New York,Worth Street,Civic Center,New York,3.42,30.1
id1996168,2,2016-06-10 00:50:48,2016-06-10 01:04:57,2,-73.97062683105469,40.767520904541016,-73.9937973022461,40.727420806884766,N,849,5th Avenue,Upper East Side,New York,Great Jones Street,Manhattan,New York,3.02,22.1
id0866732,2,2016-06-14 08:12:31,2016-06-14 08:26:55,1,-73.9955062866211,40.75983810424805,-73.97061920166014,40.74913024902344,N,864,10th Avenue,Manhattan,New York,East 42nd Street,Midtown East,New York,1.49,18.4
id3512072,2,2016-03-28 13:49:51,2016-03-28 13:54:22,1,-73.963134765625,40.76207733154297,-73.96110534667967,40.75693130493164,N,271,2nd Avenue,Manhattan,New York,Sutton Place South,Manhattan,New York,0.37,10.7
id3848488,2,2016-06-23 16:58:12,2016-06-23 17:10:15,1,-73.97403717041014,40.76213455200195,-73.98841857910156,40.75415802001953,N,723,5th Avenue,Midtown East,New York,7th Avenue,Midtown West,New York,0.93,15.9
id0320360,1,2016-03-04 08:14:18,2016-03-04 08:25:22,1,-73.97067260742188,40.76159286499024,-73.95404052734375,40.78446960449219,N,664,Park Avenue,Manhattan,New York,Park Avenue,Manhattan,New York,1.8,17.5
